"char";"storage";"item";"quantity"
"Saberlxix";"wardrobe";"Vitiation Boots";"1"
"Saberlxix";"wardrobe";"Rhapsode's Cape";"1"
"Saberlxix";"wardrobe";"Augury Cuisses";"1"
"Saberlxix";"wardrobe";"Leth. Houseaux +2";"1"
"Saberlxix";"wardrobe";"Incanter's Torque";"1"
"Saberlxix";"wardrobe";"Sirona's Ring";"1"
"Saberlxix";"wardrobe";"Kaykaus Cuffs";"1"
"Saberlxix";"wardrobe";"Dim. Ring (Dem)";"1"
"Saberlxix";"wardrobe";"Shetal Stone";"1"
"Saberlxix";"wardrobe";"Thuellaic Ecu +1";"1"
"Saberlxix";"wardrobe";"Atrophy Tights +1";"1"
"Saberlxix";"wardrobe";"Fortified Ring";"1"
"Saberlxix";"wardrobe";"Jhakri Robe +2";"1"
"Saberlxix";"wardrobe";"Halasz Earring";"1"
"Saberlxix";"wardrobe";"Quanpur Necklace";"1"
"Saberlxix";"wardrobe";"Jhakri Pigaches +2";"1"
"Saberlxix";"wardrobe";"Hecate's Earring";"1"
"Saberlxix";"wardrobe";"Jhakri Cuffs +2";"1"
"Saberlxix";"wardrobe";"Atrophy Tabard +2";"1"
"Saberlxix";"wardrobe";"Sors Shield";"1"
"Saberlxix";"wardrobe";"Leth. Chappel +2";"1"
"Saberlxix";"wardrobe";"Sailfi Belt +1";"1"
"Saberlxix";"wardrobe";"Refoccilation Stone";"1"
"Saberlxix";"wardrobe";"Orvail Corona +1";"1"
"Saberlxix";"wardrobe";"Janniston Ring";"1"
"Saberlxix";"wardrobe";"Tamaxchi";"1"
"Saberlxix";"wardrobe";"Knobkierrie";"1"
"Saberlxix";"wardrobe";"Enervating Earring";"1"
"Saberlxix";"wardrobe";"Kaykaus Boots";"1"
"Saberlxix";"wardrobe";"Vitiation Gloves";"1"
"Saberlxix";"wardrobe";"Kaykaus Tights";"1"
"Saberlxix";"wardrobe";"Lethargy Earring";"1"
"Saberlxix";"wardrobe";"Naegling";"1"
"Saberlxix";"wardrobe";"Solemnity Cape";"1"
"Saberlxix";"wardrobe";"Sao. Domaru +2";"1"
"Saberlxix";"wardrobe";"Nodens Gorget";"1"
"Saberlxix";"wardrobe";"Viti. Tabard +1";"1"
"Saberlxix";"wardrobe";"Viti. Chapeau +1";"1"
"Saberlxix";"wardrobe";"Jhakri Coronal +2";"1"
"Saberlxix";"wardrobe";"Impatiens";"1"
"Saberlxix";"wardrobe";"Ishvara Earring";"1"
"Saberlxix";"wardrobe";"Eschan Stone";"1"
"Saberlxix";"wardrobe";"Witful Belt";"1"
"Saberlxix";"wardrobe";"Wizard's Rod";"1"
"Saberlxix";"wardrobe";"Etiolation Earring";"1"
"Saberlxix";"wardrobe";"Jhakri Ring";"1"
"Saberlxix";"wardrobe";"Ghastly Tathlum +1";"1"
"Saberlxix";"wardrobe";"Defending Ring";"1"
"Saberlxix";"wardrobe";"Stikini Ring";"1"
"Saberlxix";"wardrobe";"Anu Torque";"1"
"Saberlxix";"wardrobe";"Lethargy Sayon +2";"1"
"Saberlxix";"wardrobe";"Sanctity Necklace";"1"
"Saberlxix";"wardrobe";"Evanescence Ring";"1"
"Saberlxix";"wardrobe";"Crocea Mors";"1"
"Saberlxix";"wardrobe";"Hydrocera";"1"
"Saberlxix";"wardrobe";"Novio Earring";"1"
"Saberlxix";"wardrobe";"Atro. Chapeau +2";"1"
"Saberlxix";"wardrobe";"Pahtli Cape";"1"
"Saberlxix";"wardrobe";"Leth. Fuseau +2";"1"
"Saberlxix";"wardrobe";"Atrophy Boots +1";"1"
"Saberlxix";"wardrobe";"Mujin Band";"1"
"Saberlxix";"wardrobe";"Roundel Earring";"1"
"Saberlxix";"wardrobe";"Shedir Seraweels";"1"
"Saberlxix";"safe";"Duelist's Boots";"1"
"Saberlxix";"safe";"Ihintanto";"1"
"Saberlxix";"safe";"Melee Crown";"1"
"Saberlxix";"safe";"Va.Abjuration: Lg.";"1"
"Saberlxix";"safe";"Dullahan Armor";"1"
"Saberlxix";"safe";"Ardor Jewel";"1"
"Saberlxix";"safe";"Ar.Abjuration: Ft.";"1"
"Saberlxix";"safe";"Kog. Tekko -1";"1"
"Saberlxix";"safe";"A. Voucher: Replica";"2"
"Saberlxix";"safe";"Faithful's Torso II";"1"
"Saberlxix";"safe";"Adventurer Cpn.";"1"
"Saberlxix";"safe";"Gr.Abjuration: Lg.";"1"
"Saberlxix";"safe";"A. Chit: Head";"1"
"Saberlxix";"safe";"M. Beetle Saliva";"5"
"Saberlxix";"safe";"Comm. Trews";"1"
"Saberlxix";"safe";"Ancient Blood";"1"
"Saberlxix";"safe";"Vana'clock";"1"
"Saberlxix";"safe";"A. Chit: Hand";"1"
"Saberlxix";"safe";"Eminent Scimitar";"1"
"Saberlxix";"safe";"Bloody Robe";"1"
"Saberlxix";"safe";"War. Mufflers -1";"1"
"Saberlxix";"safe";"Jo.Abjuration: Hn.";"1"
"Saberlxix";"safe";"Vision Jewel";"1"
"Saberlxix";"safe";"Chas. Earring +1";"1"
"Saberlxix";"safe";"Balance Stone";"2"
"Saberlxix";"safe";"Warrior's Calligae";"1"
"Saberlxix";"safe";"Monster Gaiters";"1"
"Saberlxix";"safe";"Valor Cape";"1"
"Saberlxix";"safe";"Ar.Abjuration: Lg.";"1"
"Saberlxix";"safe";"Earthen Flowerpot";"1"
"Saberlxix";"safe";"Star Globe";"1"
"Saberlxix";"safe";"Candelabrum";"1"
"Saberlxix";"safe";"Gr.Abjuration: Hn.";"1"
"Saberlxix";"safe";"A. Chit: Leg";"1"
"Saberlxix";"safe";"Eudaemon Sash";"1"
"Saberlxix";"safe";"Relic Bhuj";"1"
"Saberlxix";"safe";"Eudaemon Ring";"1"
"Saberlxix";"safe";"Faithful's Legs IV";"1"
"Saberlxix";"safe";"Scout's Socks";"1"
"Saberlxix";"safe";"G. Seed Pouch";"2"
"Saberlxix";"safe";"Bastokan Flag";"1"
"Saberlxix";"safe";"Ve.Abjuration: Hd.";"1"
"Saberlxix";"safe";"Argute Bracers";"1"
"Saberlxix";"safe";"A. Chit: Body";"1"
"Saberlxix";"safe";"Summoner's Dblt.";"1"
"Saberlxix";"safe";"Niokiyotsuna";"1"
"Saberlxix";"safe";"Wyrm Greaves";"1"
"Saberlxix";"safe";"Mirage Bazubands";"1"
"Saberlxix";"safe";"Melee Hose";"1"
"Saberlxix";"safe";"Relic Shield";"1"
"Saberlxix";"safe";"Relic Lance";"1"
"Saberlxix";"safe";"Beck. Earring +1";"1"
"Saberlxix";"safe";"Wieldance Card";"1"
"Saberlxix";"safe";"A. Voucher: Weapon";"1"
"Saberlxix";"safe";"Tr.Abjuration: Lg.";"1"
"Saberlxix";"safe";"Comm. Gants -1";"1"
"Saberlxix";"safe";"Jeunoan Flag";"1"
"Saberlxix";"safe";"A. Chit: Foot";"1"
"Saberlxix";"safe";"Koga Hakama";"1"
"Saberlxix";"safe";"Azimuth Earring +1";"1"
"Saberlxix";"safe";"Torn Epistle";"1"
"Saberlxix";"safe";"Tr.Abjuration: Ft.";"1"
"Saberlxix";"safe";"Faithful's Legs I";"2"
"Saberlxix";"safe";"Skormoth Mask";"1"
"Saberlxix";"safe";"Relic Gun";"1"
"Saberlxix";"safe";"Balance Coin";"1"
"Saberlxix";"safe";"Psilomene";"1"
"Saberlxix";"safe";"Muddy Bar Tab";"1"
"Saberlxix";"safe";"Malignance Sword";"1"
"Saberlxix";"safe";"Saffron Blossom";"1"
"Saberlxix";"safe";"Assassin's Culottes";"1"
"Saberlxix";"satchel";"Super Reraiser";"1"
"Saberlxix";"satchel";"Forgotten Hope";"49"
"Saberlxix";"satchel";"B. Leather Missive";"1"
"Saberlxix";"satchel";"Ghrah M Chip";"1"
"Saberlxix";"satchel";"Vulcanite Ore";"5"
"Saberlxix";"satchel";"Shadescale Skull";"1"
"Saberlxix";"satchel";"Plt. Beastcoin";"1"
"Saberlxix";"satchel";"Deathstone";"1"
"Saberlxix";"satchel";"Shadescale Heart";"1"
"Saberlxix";"satchel";"Forgotten Touch";"16"
"Saberlxix";"satchel";"Land Crab Meat";"1"
"Saberlxix";"satchel";"Pellucid Stone";"16"
"Saberlxix";"satchel";"Demon Pen";"1"
"Saberlxix";"satchel";"Pearl";"1"
"Saberlxix";"satchel";"Silver Ore";"3"
"Saberlxix";"satchel";"Coin of Birth";"36"
"Saberlxix";"satchel";"M. Beetle Saliva";"3"
"Saberlxix";"satchel";"Behemoth Horn";"1"
"Saberlxix";"satchel";"Imp. Slv. Piece";"2"
"Saberlxix";"satchel";"Frgtn. Journey";"9"
"Saberlxix";"satchel";"Anc. Beast Horn";"1"
"Saberlxix";"satchel";"Florid Stone";"1"
"Saberlxix";"satchel";"H.Q. Aern Organ";"1"
"Saberlxix";"satchel";"Wootz Ore";"14"
"Saberlxix";"satchel";"Cotton Cloth";"2"
"Saberlxix";"satchel";"Arrowwood Log";"1"
"Saberlxix";"satchel";"Sparkling Stone";"12"
"Saberlxix";"satchel";"Gold Beastcoin";"6"
"Saberlxix";"satchel";"Garglle. Shank";"1"
"Saberlxix";"satchel";"Coin of Decay";"16"
"Saberlxix";"satchel";"Saltena";"8"
"Saberlxix";"satchel";"Flint Stone";"1"
"Saberlxix";"satchel";"Hpemde Organ";"1"
"Saberlxix";"satchel";"Shihei";"92"
"Saberlxix";"satchel";"Angelstone";"1"
"Saberlxix";"satchel";"Phoenix Feather";"1"
"Saberlxix";"satchel";"Mythril Ore";"1"
"Saberlxix";"satchel";"Voyage Stone";"2"
"Saberlxix";"satchel";"Alfard's Fang";"1"
"Saberlxix";"satchel";"Black Rock";"1"
"Saberlxix";"satchel";"Celadon Yggrete";"1"
"Saberlxix";"satchel";"Cagebeast Blood";"1"
"Saberlxix";"satchel";"Lustreless Wing";"18"
"Saberlxix";"satchel";"Lebondopt Wing";"1"
"Saberlxix";"satchel";"Durium Sheet";"3"
"Saberlxix";"satchel";"Griffon Hide";"4"
"Saberlxix";"satchel";"Boulder Case";"2"
"Saberlxix";"satchel";"Meat Jerky";"6"
"Saberlxix";"satchel";"Platinum Silk";"1"
"Saberlxix";"satchel";"Ginuva's Theory";"1"
"Saberlxix";"satchel";"Puffball";"1"
"Saberlxix";"satchel";"Luminian Tissue";"1"
"Saberlxix";"satchel";"Russet Yggrete";"1"
"Saberlxix";"satchel";"Icarus Wing";"1"
"Saberlxix";"satchel";"Liminal Residue";"69"
"Saberlxix";"satchel";"Imp. Brz. Piece";"34"
"Saberlxix";"satchel";"Pluton Case";"1"
"Saberlxix";"satchel";"Devious Die";"18"
"Saberlxix";"satchel";"Dryad Root";"1"
"Saberlxix";"satchel";"Magicked Steel";"1"
"Saberlxix";"satchel";"Luminion Chip";"4"
"Saberlxix";"satchel";"Chocobo Egg";"1"
"Saberlxix";"satchel";"H.Q. Hpemde Org.";"1"
"Saberlxix";"satchel";"Coin of Ruin";"15"
"Saberlxix";"satchel";"G. Seed Pouch";"3"
"Saberlxix";"satchel";"Toolbag (Shihe)";"1"
"Saberlxix";"satchel";"Darksteel Ore";"2"
"Saberlxix";"satchel";"Mtl. Beastcoin";"4"
"Saberlxix";"satchel";"Imp. Mtl. Piece";"4"
"Saberlxix";"satchel";"Coin of Adv.";"17"
"Saberlxix";"satchel";"Dusktip Stone +2";"1"
"Saberlxix";"satchel";"Voyage Jewel";"1"
"Saberlxix";"satchel";"Shadescale Femur";"1"
"Saberlxix";"satchel";"Imp. Gold Piece";"34"
"Saberlxix";"satchel";"Beastmen's Seal";"5"
"Saberlxix";"satchel";"H-P Bayld";"6"
"Saberlxix";"sack";"Mirage Jubbah";"1"
"Saberlxix";"sack";"Warding Round";"1"
"Saberlxix";"sack";"Wyrm Mail";"1"
"Saberlxix";"sack";"Bard's Jstcorps";"1"
"Saberlxix";"sack";"Den Coffer Key";"1"
"Saberlxix";"sack";"Cleric's Bliaut";"1"
"Saberlxix";"sack";"Yarak Torque";"1"
"Saberlxix";"sack";"Abyss Cuirass";"1"
"Saberlxix";"sack";"Ulbuconut";"3"
"Saberlxix";"sack";"Mihgo Mithkabob";"1"
"Saberlxix";"sack";"Voiddust";"1"
"Saberlxix";"sack";"Bale Sollerets";"1"
"Saberlxix";"sack";"1 Byne Bill";"110"
"Saberlxix";"sack";"Assassin's Vest";"1"
"Saberlxix";"sack";"Dexterity Potion";"1"
"Saberlxix";"sack";"Iron Ore";"6"
"Saberlxix";"sack";"Celestial Goad";"1"
"Saberlxix";"sack";"Rop. Sh. Pouch";"1"
"Saberlxix";"sack";"Crossbow Bolt";"52"
"Saberlxix";"sack";"L. Jadeshell";"1"
"Saberlxix";"sack";"Shura Sune-Ate";"1"
"Saberlxix";"sack";"Trail Cookie";"3"
"Saberlxix";"sack";"T. Whiteshell";"129"
"Saberlxix";"sack";"Sylvan Bottillons";"1"
"Saberlxix";"sack";"Chocobiscuit";"1"
"Saberlxix";"sack";"Hikmet Hat";"1"
"Saberlxix";"sack";"Buried Vestige";"2"
"Saberlxix";"sack";"Pso. Chest Key";"1"
"Saberlxix";"sack";"Midrium Ore";"1"
"Saberlxix";"sack";"Abdhaljs Seal";"2"
"Saberlxix";"sack";"Relic Axe";"1"
"Saberlxix";"sack";"Refractive Crystal";"1"
"Saberlxix";"sack";"Gold Beastcoin";"1"
"Saberlxix";"sack";"Paralyze II";"1"
"Saberlxix";"sack";"Ru'Aun Coffer Key";"1"
"Saberlxix";"sack";"Macrocosmic Orb";"1"
"Saberlxix";"sack";"Sickle";"8"
"Saberlxix";"sack";"Koga Chainmail";"1"
"Saberlxix";"sack";"Avatar Blood";"1"
"Saberlxix";"sack";"Grape Daifuku";"1"
"Saberlxix";"sack";"Argute Gown";"1"
"Saberlxix";"sack";"Kupon A-EMI";"1"
"Saberlxix";"sack";"Zvahl Coffer Key";"1"
"Saberlxix";"sack";"Yagudo Necklace";"1"
"Saberlxix";"sack";"O. Bronzepiece";"177"
"Saberlxix";"sack";"Seraphicaller";"1"
"Saberlxix";"sack";"Vanadium Ore";"1"
"Saberlxix";"sack";"Commodore Frac";"1"
"Saberlxix";"sack";"Etoile Tights";"1"
"Saberlxix";"sack";"Darksteel Sheet";"1"
"Saberlxix";"sack";"Whine Cellar Key";"1"
"Saberlxix";"sack";"Nightmare Blood";"1"
"Saberlxix";"sack";"Moogurt";"1"
"Saberlxix";"sack";"Ghastly Stone +2";"12"
"Saberlxix";"sack";"Mirage Charuqs -1";"1"
"Saberlxix";"sack";"Porxie Wing";"3"
"Saberlxix";"sack";"Instant Warp";"1"
"Saberlxix";"sack";"Reraise III";"1"
"Saberlxix";"sack";"Fish Mithkabob";"1"
"Saberlxix";"sack";"Comm. Bottes";"1"
"Saberlxix";"sack";"Urunday Log";"1"
"Saberlxix";"sack";"Melee Cyclas";"1"
"Saberlxix";"sack";"Ghastly Stone +1";"24"
"Saberlxix";"sack";"Valor Breeches";"1"
"Saberlxix";"sack";"Pantin Tobe";"1"
"Saberlxix";"sack";"Sakura Biscuit";"4"
"Saberlxix";"sack";"Scr. Chest Key";"1"
"Saberlxix";"sack";"Remedy";"12"
"Saberlxix";"sack";"Oldton Chest Key";"1"
"Saberlxix";"sack";"Coral Fragment";"2"
"Saberlxix";"case";"Hope Crystal";"2"
"Saberlxix";"case";"S. Astral Detritus";"8"
"Saberlxix";"case";"Beitetsu";"177"
"Saberlxix";"case";"Guatambu Log";"1"
"Saberlxix";"case";"Siren's Hair";"1"
"Saberlxix";"case";"Tartarian Chain";"1"
"Saberlxix";"case";"P. RDM Card";"1"
"Saberlxix";"case";"Yggdreant Root";"1"
"Saberlxix";"case";"Forgotten Step";"16"
"Saberlxix";"case";"Ice Cluster";"2"
"Saberlxix";"case";"Cluster Core";"1"
"Saberlxix";"case";"Gin's Scale";"2"
"Saberlxix";"case";"Codex of Etchings";"1"
"Saberlxix";"case";"Rhodium Ore";"2"
"Saberlxix";"case";"Hatchet";"56"
"Saberlxix";"case";"Sif's Lock";"1"
"Saberlxix";"case";"Fire Crystal";"12"
"Saberlxix";"case";"Frgtn. Journey";"8"
"Saberlxix";"case";"R. Leather Missive";"1"
"Saberlxix";"case";"Fire Fewell";"1"
"Saberlxix";"case";"Abdhaljs Nugget";"10"
"Saberlxix";"case";"Refractive Crystal";"3"
"Saberlxix";"case";"Platinum Silk";"1"
"Saberlxix";"case";"Sovereign's Hide";"2"
"Saberlxix";"case";"Abdhaljs Anima";"5"
"Saberlxix";"case";"Exalted Log";"1"
"Saberlxix";"case";"Balance Jewel";"1"
"Saberlxix";"case";"Voidhead: RDM";"1"
"Saberlxix";"case";"Balance Stone";"2"
"Saberlxix";"case";"Oxblood";"1"
"Saberlxix";"case";"Imperator's Wing";"1"
"Saberlxix";"case";"Defiant Sweat";"1"
"Saberlxix";"case";"Duskdim Stone +2";"1"
"Saberlxix";"case";"Scholar Stone";"1"
"Saberlxix";"case";"Maliya. Coral";"3"
"Saberlxix";"case";"Twill Damask";"1"
"Saberlxix";"case";"Ra'Kaz. Starstone";"1"
"Saberlxix";"case";"Kin's Scale";"2"
"Saberlxix";"case";"Riftborn Boulder";"214"
"Saberlxix";"case";"Akaso";"1"
"Saberlxix";"case";"Waktza Crest";"1"
"Saberlxix";"case";"Abdhaljs Gem";"5"
"Saberlxix";"case";"Eft Skin";"8"
"Saberlxix";"case";"Wind Cluster";"2"
"Saberlxix";"case";"Warding Oil";"1"
"Saberlxix";"case";"Snowtip Stone +2";"2"
"Saberlxix";"case";"Pluton";"237"
"Saberlxix";"case";"Moon Orb";"1"
"Saberlxix";"case";"Leaforb Stone +2";"1"
"Saberlxix";"case";"Waktza Rostrum";"1"
"Saberlxix";"case";"Storage Slip 06";"1"
"Saberlxix";"case";"Scarlet Linen";"6"
"Saberlxix";"case";"Void Crystal";"1"
"Saberlxix";"case";"Tonosama R.Ball";"1"
"Saberlxix";"case";"Icarus Wing";"1"
"Saberlxix";"case";"Wieldance Card";"1"
"Saberlxix";"case";"Abdhaljs Fiber";"45"
"Saberlxix";"case";"Plovid Effluvium";"1"
"Saberlxix";"case";"Etched Memory";"10"
"Saberlxix";"case";"Porxie Wing";"1"
"Saberlxix";"case";"Macuil Horn";"1"
"Saberlxix";"case";"Abdhaljs Metal";"10"
"Saberlxix";"case";"Moblin Thread";"1"
"Saberlxix";"case";"Eschalixir +2";"8"
"Saberlxix";"case";"Dark Matter";"1"
"Saberlxix";"case";"Mtl. Beastcoin";"2"
"Saberlxix";"case";"Pickaxe";"8"
"Saberlxix";"case";"Abdhaljs Matter";"5"
"Saberlxix";"case";"Duskslit Stone +2";"1"
"Saberlxix";"case";"Abdhaljs's Honor";"1"
"Saberlxix";"case";"Behemoth Tongue";"1"
"Saberlxix";"case";"Ra'Kaz. Sapphire";"4"
"Saberlxix";"case";"H-P Bayld";"5"
"Saberlxix";"case";"Estq. Seal: Ft.";"4"
"Saberlxix";"safe2";"Wyrm Fng.Gnt.";"1"
"Saberlxix";"safe2";"Duelist's Belt";"1"
"Saberlxix";"safe2";"Creed Seal: Ft.";"1"
"Saberlxix";"safe2";"Etoile Toe Shoes";"1"
"Saberlxix";"safe2";"Abs. Sollerets -1";"1"
"Saberlxix";"safe2";"Koga Hatsuburi";"1"
"Saberlxix";"safe2";"Relic Maul";"1"
"Saberlxix";"safe2";"Lncr. Seal: Bd.";"1"
"Saberlxix";"safe2";"Kog. Kyahan -1";"1"
"Saberlxix";"safe2";"Mirage Charuqs";"1"
"Saberlxix";"safe2";"Relic Dagger";"1"
"Saberlxix";"safe2";"Rvg. Seal: Lg.";"1"
"Saberlxix";"safe2";"Orison Seal: Hd.";"1"
"Saberlxix";"safe2";"Abyss Cape";"1"
"Saberlxix";"safe2";"Cleric's Cap";"1"
"Saberlxix";"safe2";"Sorcerer's Belt";"1"
"Saberlxix";"safe2";"Mst. Gaiters -1";"1"
"Saberlxix";"safe2";"Mavi Seal: Lg.";"2"
"Saberlxix";"safe2";"Orison Seal: Lg.";"2"
"Saberlxix";"safe2";"Lncr. Seal: Lg.";"1"
"Saberlxix";"safe2";"Relic Knuckles";"1"
"Saberlxix";"safe2";"Monster Jackcoat";"1"
"Saberlxix";"safe2";"Mel. Gloves -1";"1"
"Saberlxix";"safe2";"Monster Belt";"1"
"Saberlxix";"safe2";"Src. Sabots -1";"1"
"Saberlxix";"safe2";"Argute Loafers -1";"1"
"Saberlxix";"safe2";"Smn. Pigaches -1";"1"
"Saberlxix";"safe2";"Argute Loafers";"1"
"Saberlxix";"safe2";"Sorcerer's Tonban";"1"
"Saberlxix";"safe2";"Mel. Gaiters -1";"1"
"Saberlxix";"safe2";"Brd. Slippers -1";"1"
"Saberlxix";"safe2";"Sct. Bracers -1";"1"
"Saberlxix";"safe2";"Argute Pants";"1"
"Saberlxix";"safe2";"Argute Belt";"1"
"Saberlxix";"safe2";"Abyss Flanchard";"1"
"Saberlxix";"safe2";"Mst. Gloves -1";"1"
"Saberlxix";"safe2";"Abs. Gauntlets -1";"1"
"Saberlxix";"safe2";"Abyss Gauntlets";"1"
"Saberlxix";"safe2";"Charis Seal: Hd.";"1"
"Saberlxix";"safe2";"Dls. Boots -1";"1"
"Saberlxix";"safe2";"Clr. Duckbills -1";"1"
"Saberlxix";"safe2";"Scout's Belt";"1"
"Saberlxix";"safe2";"Summoner's Spats";"1"
"Saberlxix";"safe2";"T.Abjuration: Hd.";"1"
"Saberlxix";"safe2";"Monster Trousers";"1"
"Saberlxix";"safe2";"Pantin Babouches";"1"
"Saberlxix";"safe2";"Scout's Braccae";"1"
"Saberlxix";"safe2";"T.Abjuration: Bd.";"1"
"Saberlxix";"safe2";"Warrior's Mufflers";"1"
"Saberlxix";"safe2";"War. Calligae -1";"1"
"Saberlxix";"safe2";"Monster Helm";"1"
"Saberlxix";"safe2";"Pantin Cape";"1"
"Saberlxix";"safe2";"Commodore Gants";"1"
"Saberlxix";"safe2";"E.Abjuration: Lg.";"1"
"Saberlxix";"safe2";"Cleric's Duckbills";"1"
"Saberlxix";"safe2";"Bard's Cuffs";"1"
"Saberlxix";"safe2";"Pantin Dastanas";"1"
"Saberlxix";"safe2";"Assassin's Bonnet";"1"
"Saberlxix";"safe2";"Sorcerer's Gloves";"1"
"Saberlxix";"safe2";"Valor Coronet";"1"
"Saberlxix";"safe2";"Comm. Bottes -1";"1"
"Saberlxix";"safe2";"Warrior's Mask";"1"
"Saberlxix";"safe2";"Ptn. Babouches -1";"1"
"Saberlxix";"safe2";"Cleric's Belt";"1"
"Saberlxix";"safe2";"Nvrch. Seal: Hn.";"1"
"Saberlxix";"safe2";"Asn. Poulaines -1";"1"
"Saberlxix";"safe2";"Wym. Greaves -1";"1"
"Saberlxix";"safe2";"Bale Seal: Lg.";"2"
"Saberlxix";"safe2";"Scout's Bracers";"1"
"Saberlxix";"safe2";"Summoner's Pgch.";"1"
"Saberlxix";"safe2";"Unkai Seal: Lg.";"2"
"Saberlxix";"safe2";"Valor Leggings";"1"
"Saberlxix";"safe2";"Goetia Seal: Bd.";"1"
